Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
0,0,0,0,2,2,0,99,3,704,2,6,4,23,3,0,2130
0,1,2,2,1,2,1,278,1,2514,2,5,20,45,3,0,2224
2,1,2,1,1,2,0,89,2,3208,1,2,5,9,1,2,3058
0,0,3,0,0,0,0,69,2,1954,0,1,6,25,14,1,1994
0,1,1,0,3,1,1,62,0,92,2,6,3,37,24,1,1605
2,0,2,2,1,0,0,110,1,1438,3,4,16,26,8,0,1751
2,1,0,2,1,0,1,223,3,1923,3,7,9,0,24,0,2405
3,0,3,0,1,0,0,73,3,846,3,4,4,9,17,1,1941
3,1,2,3,2,1,0,248,1,65,3,5,10,7,13,0,2195
3,1,2,1,0,1,0,145,3,41,0,3,17,47,23,1,2106
3,0,3,1,2,0,2,216,1,635,3,4,11,46,7,0,2516
1,1,1,1,0,2,0,255,0,9842,3,4,4,46,0,0,2956
2,1,3,1,1,1,0,54,3,77,2,1,10,46,3,2,1678
1,0,2,2,0,2,0,189,0,7953,2,7,15,21,3,2,4357
3,0,1,3,2,1,0,216,3,48,0,3,5,31,0,2,2249
1,1,3,0,1,1,2,273,0,86,0,7,11,3,8,1,776
3,0,3,0,0,1,1,281,3,18,3,4,23,40,4,0,2794
0,1,1,2,2,1,2,171,0,65,3,5,14,47,9,0,1939
1,1,2,0,2,2,2,158,3,1844,3,6,4,9,6,2,2250
0,1,3,2,0,1,2,198,1,91,2,7,16,13,8,0,1155
1,0,2,1,0,0,1,270,0,1749,1,6,6,4,16,1,1203
2,0,3,1,1,2,2,224,2,4397,0,6,23,1,16,1,4031
0,1,1,3,3,0,1,186,2,1008,3,5,13,11,19,0,2364
2,0,0,3,3,1,1,122,2,19,1,5,19,13,23,1,2446
3,1,3,1,2,2,0,158,3,6419,2,6,16,24,15,0,4445
1,1,1,2,0,1,2,91,1,95,1,3,8,45,0,2,1202
1,1,0,2,1,1,0,186,3,8,3,5,15,8,0,1,1670
3,1,3,1,2,2,2,272,2,7008,2,4,3,28,17,2,5133
0,0,0,3,0,0,2,90,2,1601,3,7,17,1,5,2,2698
3,1,3,3,0,1,1,232,0,0,3,7,18,21,8,2,2092
0,0,0,2,0,2,0,222,1,1072,2,3,12,19,8,1,1086
1,1,1,1,2,0,1,229,2,695,2,6,13,17,14,2,2835
0,1,2,2,2,1,0,99,1,42,2,1,21,30,3,0,987
2,0,0,1,1,2,1,238,1,9316,1,3,8,29,0,1,1790
3,0,1,3,1,2,2,54,2,9507,2,5,13,35,13,2,6621
0,0,1,1,3,0,1,191,3,1635,1,7,22,18,2,1,1749
1,1,1,3,2,0,1,97,2,810,2,5,24,20,12,2,2721
1,1,1,0,1,2,1,161,1,1899,2,6,22,24,17,2,1900
0,0,1,1,2,0,2,259,3,103,2,5,8,2,6,2,1756
0,0,1,1,0,1,1,147,3,71,3,2,18,6,15,0,1449
2,0,1,2,3,1,2,212,1,86,3,1,13,25,1,0,1400
0,0,2,2,2,0,0,263,0,818,0,7,18,17,10,2,1441
1,0,3,0,0,2,1,206,2,4809,2,4,13,33,11,0,4031
1,1,1,3,0,1,1,209,1,92,0,3,11,44,14,0,1284
0,1,2,1,1,2,0,236,3,3610,0,2,12,37,22,2,1733
1,1,2,2,3,2,0,110,1,5696,2,4,11,45,12,0,1645
3,1,1,2,1,0,0,123,0,1795,3,3,19,27,23,0,1374
1,1,3,0,0,1,0,297,2,98,0,5,1,14,0,1,1674
0,0,1,0,3,0,2,159,2,1895,1,4,22,36,21,0,2811
1,1,1,2,1,0,2,165,0,1321,0,4,19,9,6,2,1007
1,1,3,3,3,0,0,274,3,824,0,1,4,13,15,2,1466
1,0,2,0,0,0,1,282,3,984,3,1,18,35,2,1,2173
1,1,2,0,0,1,2,212,3,95,3,6,16,46,10,2,2420
2,1,2,0,2,2,1,80,1,9746,2,5,19,25,3,2,1660
3,1,1,2,2,2,2,204,2,3315,0,6,7,36,9,1,3973
1,1,3,2,3,1,0,98,1,32,1,4,12,46,21,1,1387
2,0,2,2,2,2,0,130,2,7885,3,6,6,18,23,1,6810
0,0,3,2,3,1,0,59,3,51,0,1,14,2,0,2,1130
1,1,1,1,1,2,2,276,0,2916,3,5,21,42,8,2,2393
1,0,2,2,1,1,1,273,0,54,1,5,12,37,8,2,2038
2,0,0,2,2,0,2,71,0,1758,0,4,19,29,18,0,1652
0,1,1,2,3,0,1,109,3,1414,0,4,1,15,4,2,1475
3,0,2,3,1,0,2,127,0,479,1,5,1,25,2,0,1867
0,0,0,0,3,1,0,281,1,25,3,1,17,43,20,2,1467
2,1,1,1,3,0,2,108,1,575,2,6,15,45,20,0,1873
1,1,0,3,1,0,0,268,2,23,2,7,21,3,20,2,2212
0,0,3,0,2,0,2,100,2,1401,1,7,4,26,12,0,3044
1,0,2,3,3,0,0,112,0,197,2,5,0,33,23,0,1795
3,0,3,0,2,0,1,107,1,780,1,7,6,27,0,1,2059
1,1,0,3,3,1,2,226,3,22,3,4,5,4,13,0,1681
0,1,0,3,1,1,1,124,0,56,2,7,12,42,14,1,1624
2,1,0,1,0,0,1,159,2,57,1,6,13,29,19,0,2333
2,1,3,2,3,2,0,233,2,3805,2,2,14,15,20,1,3171
1,1,1,2,2,2,0,144,0,7958,2,6,13,46,24,0,3492
0,1,3,3,2,0,1,209,0,137,0,4,10,45,23,1,1526
2,1,2,3,0,1,2,118,1,82,3,3,5,30,16,1,1311
3,1,3,3,1,1,0,290,3,8,1,7,20,40,15,0,2570
3,0,3,0,1,0,0,299,3,298,3,2,21,48,1,1,2474
0,0,2,1,1,0,1,99,0,308,1,4,13,37,14,0,1404
3,0,1,1,2,2,2,183,1,8198,3,2,5,21,16,2,4612
1,0,1,3,3,0,0,161,2,1092,2,2,8,50,10,1,2911
2,0,2,1,0,1,2,54,2,20,1,4,5,39,14,1,2635
3,1,1,2,0,1,1,52,1,42,0,6,19,42,21,2,1735
3,1,2,0,3,0,1,118,2,854,2,5,10,32,7,1,3119
0,1,2,3,0,2,0,120,1,1401,3,2,16,33,1,1,766
3,0,0,3,0,2,0,266,0,4293,1,6,19,8,5,2,2297
0,0,2,3,3,2,0,229,2,5235,0,2,15,37,13,2,3670
2,1,1,2,3,1,1,122,2,42,1,6,14,49,17,1,2822
0,1,2,0,3,0,1,290,2,317,1,5,2,15,20,0,2486
1,1,1,2,1,0,2,244,3,762,2,6,6,2,18,0,1650
2,0,3,1,1,1,2,274,2,26,1,7,21,22,12,1,3202
1,0,3,0,1,1,2,211,1,99,0,3,19,21,1,2,1133
2,0,1,2,1,1,2,116,2,0,2,4,13,38,15,2,3289
3,1,1,2,0,1,0,282,2,70,1,5,10,18,15,1,2426
3,1,1,0,2,1,1,53,1,70,2,7,2,45,24,1,2795
1,0,3,0,3,2,0,222,0,1771,3,3,5,8,12,1,1608
1,1,3,0,3,0,2,153,2,1692,1,6,2,31,21,0,2438
1,1,3,2,0,0,0,286,0,909,2,6,4,42,22,0,1528
3,1,2,2,1,1,0,76,2,81,3,6,19,39,1,1,3211
1,1,1,3,3,2,1,191,3,8358,3,5,16,20,10,0,3941
1,1,0,2,3,1,1,254,2,67,3,4,14,35,0,0,2454
0,0,0,1,3,0,1,226,3,1862,2,5,24,14,23,2,2198
0,1,2,1,2,2,0,266,1,3800,0,7,23,8,5,0,2126
1,1,1,0,3,0,2,207,1,1287,3,5,9,36,5,0,1581
3,0,1,2,2,0,0,137,3,1320,3,1,13,18,2,1,2153
0,0,2,1,2,2,1,95,1,7468,3,7,5,47,22,2,4422
2,1,3,3,2,0,1,125,0,480,2,2,10,50,8,2,1667
0,0,2,0,3,0,1,279,2,1301,2,4,9,4,15,2,2768
0,1,2,0,0,1,2,64,3,50,0,5,13,44,24,1,1493
1,1,2,2,0,0,1,183,3,1598,2,2,11,35,20,1,1974
1,1,1,1,0,0,2,271,3,963,0,6,1,47,1,0,1783
0,0,0,3,1,1,1,139,2,3,0,3,21,27,21,0,2380
1,0,0,1,3,1,1,244,3,42,0,5,21,30,10,0,2324
1,0,3,2,3,2,1,159,1,732,0,7,10,46,24,2,2262
2,0,0,1,3,1,1,189,3,25,0,4,9,35,0,2,2173
2,1,2,3,1,2,1,187,0,196,3,4,16,8,10,2,1662
2,1,3,0,3,0,1,227,1,638,2,4,20,19,17,0,1781
2,0,0,0,0,1,2,144,3,50,2,2,20,47,5,1,2176
1,0,0,2,2,1,2,196,0,16,2,5,2,31,11,0,1731
0,0,3,2,2,2,1,169,1,5393,2,3,13,2,5,1,2303
2,0,0,0,3,1,0,123,0,83,3,5,18,46,23,0,2162
2,0,0,3,2,2,2,247,2,7749,1,5,5,20,8,0,6069
0,0,2,2,2,0,2,289,2,860,3,4,18,46,16,1,3811
2,0,2,0,0,1,0,207,0,65,2,2,12,20,8,0,1097
1,1,3,1,0,2,0,295,2,2761,3,3,2,1,8,1,2188
3,0,0,1,2,2,2,299,2,9445,3,5,12,20,15,2,3779
3,0,1,2,2,0,2,57,0,64,3,2,9,6,21,1,1179
0,1,0,0,1,2,1,240,0,6726,0,7,15,6,16,1,848
2,0,3,0,2,1,0,240,3,81,1,2,22,30,6,1,2239
1,1,1,2,0,1,1,82,1,54,2,4,3,47,18,0,1509
3,1,2,0,1,1,0,214,2,37,2,6,3,8,8,0,3058
0,0,0,3,0,1,0,275,2,18,1,3,18,10,0,2,1825
3,0,0,0,2,1,0,131,0,70,1,7,10,37,7,0,2034
0,1,3,2,3,0,2,123,2,203,0,7,1,24,2,1,1997
1,0,3,0,3,2,2,190,1,5287,2,4,12,15,10,1,2801
2,1,2,1,2,1,1,64,2,52,2,6,9,15,16,2,2753
2,1,3,2,0,0,1,276,2,1934,1,5,12,39,20,1,2912
2,0,2,0,3,1,2,243,0,69,2,2,21,40,7,2,1642
1,0,3,0,0,2,0,136,0,4306,3,5,5,3,13,2,2207
3,1,1,0,0,0,2,163,1,840,3,1,1,26,23,0,1283
0,1,1,2,1,1,0,263,0,53,1,5,1,19,13,0,1161
0,0,1,1,1,0,2,194,2,1935,0,3,2,5,6,2,2156
2,0,1,3,0,1,1,108,3,32,0,3,18,27,10,2,1639
1,1,3,0,3,2,0,271,2,555,0,7,18,0,1,1,2278
1,1,3,1,0,2,1,91,2,6898,3,2,10,1,23,0,2964
3,0,1,3,1,0,2,243,0,1643,0,1,1,20,9,0,1183
0,1,0,3,1,1,2,93,2,57,1,7,17,20,15,0,2274
3,0,0,3,2,0,1,168,1,1850,3,2,3,10,8,1,1544
1,1,0,3,0,0,2,179,2,1996,0,5,11,40,17,2,2404
1,1,0,1,0,2,2,246,1,5413,2,2,16,38,0,1,2108
2,1,0,1,1,1,0,231,2,6,0,1,16,31,6,0,2094
2,0,0,0,1,0,0,198,0,1727,3,7,11,12,5,1,1967
1,1,2,0,1,1,1,267,3,75,1,7,18,9,15,1,1750
1,0,1,1,2,2,1,81,1,5499,0,4,21,27,2,0,3800
1,1,2,0,1,2,0,193,0,8786,1,2,7,40,7,2,3266
0,0,3,0,2,0,2,183,0,1531,1,5,12,23,19,2,1704
3,1,2,0,2,1,2,94,0,50,3,7,15,0,12,2,1974
1,1,3,2,3,2,0,296,1,5310,0,1,14,42,17,1,2288
0,0,2,0,3,1,2,239,0,79,0,4,10,33,10,0,1397
1,1,1,0,1,0,0,87,2,1215,1,5,6,39,18,1,2336
0,0,2,3,2,2,0,286,3,8809,1,5,18,37,15,1,3799
0,0,0,0,0,1,1,117,2,46,1,6,6,22,14,2,2313
3,1,0,0,0,2,2,296,0,9285,2,6,3,45,1,2,1616
1,1,1,0,3,1,1,241,3,2,2,2,17,3,9,0,1353
2,1,2,3,2,2,2,127,2,9352,3,6,21,28,16,0,5015
1,0,3,3,2,2,2,203,3,8920,2,2,23,32,6,1,2179
0,1,2,3,0,1,2,58,3,25,1,7,12,16,10,0,1376
0,0,0,1,0,1,0,261,2,14,1,3,14,16,5,1,1752
0,0,3,1,3,2,2,218,0,5278,3,3,8,15,11,0,3312
1,1,2,0,1,1,1,192,3,75,2,3,9,39,23,0,2025
1,1,3,3,2,2,0,194,3,7148,0,7,10,43,17,1,3633
3,0,2,0,1,1,1,92,1,31,1,5,21,35,9,2,2445
3,1,2,3,0,0,0,147,3,2,2,2,7,1,9,0,1151
3,1,2,0,0,1,1,237,3,88,2,3,20,46,12,1,2080
2,1,0,3,2,0,2,274,1,342,0,3,4,4,2,2,1164
1,1,2,2,0,0,0,270,1,1962,1,3,11,6,10,2,1037
0,1,2,2,3,2,2,244,2,9014,3,3,1,4,19,1,3949
0,0,0,0,1,0,0,267,1,1557,0,4,9,36,18,2,1546
0,0,1,2,3,0,0,121,1,1537,0,1,9,28,21,2,1219
2,1,1,1,1,0,1,259,1,293,3,2,14,5,22,1,1304
1,1,0,2,2,2,1,196,2,6180,2,7,13,49,7,0,3958
2,1,2,0,2,1,0,54,1,61,0,1,5,13,17,1,851
0,1,2,2,3,1,1,63,3,11,0,6,5,9,15,1,1357
3,1,2,0,2,1,0,193,1,80,3,4,24,3,5,0,1869
1,0,2,0,0,2,0,183,1,8717,0,6,21,37,9,2,3635
1,1,2,1,0,0,2,146,2,1604,2,3,2,32,14,2,2279
3,0,1,2,0,2,1,69,2,9050,0,5,17,38,20,2,4851
1,1,1,0,2,1,1,168,0,86,0,7,2,41,16,1,1510
3,0,0,0,0,1,0,253,0,21,0,4,7,43,15,1,1447
2,0,1,3,0,2,0,93,2,1760,0,3,12,11,4,1,2105
0,1,3,1,1,0,2,270,1,631,1,3,22,1,3,0,891
2,1,3,3,1,0,1,170,0,755,0,1,12,30,21,2,1336
3,1,3,2,0,1,0,221,3,1,3,4,10,35,9,1,2207
3,0,1,3,1,2,1,191,2,6482,3,7,17,23,10,1,5918
1,0,0,3,2,1,2,80,1,76,1,3,8,28,16,1,1514
3,1,1,3,0,0,1,100,3,1795,3,4,16,35,19,2,2499
1,0,0,1,0,0,0,118,3,311,2,2,22,13,12,2,1632
3,0,0,3,1,0,0,265,1,1959,2,5,24,8,22,0,1826
3,0,2,2,1,1,2,235,0,52,1,5,23,5,0,0,1656
2,0,2,1,0,1,0,126,2,14,0,3,12,33,17,1,2418
2,0,1,1,1,0,0,155,0,649,2,4,18,24,10,0,1459
2,0,0,3,2,1,2,82,0,69,2,4,14,40,9,2,1874
2,1,1,1,0,1,0,92,0,29,1,1,20,39,19,2,1057
3,0,1,2,2,1,2,94,2,96,2,1,10,21,12,0,2782
2,1,1,3,2,1,1,98,0,50,2,7,7,29,17,2,1809
0,1,3,3,0,2,1,184,2,1614,0,3,6,48,24,1,2612
3,1,3,2,0,0,1,286,3,601,3,5,9,45,18,0,2866
0,1,3,1,3,2,2,243,1,4215,2,4,14,45,9,1,2578
2,1,3,1,0,0,1,91,1,1890,1,6,15,6,14,2,1322
1,0,0,0,0,0,1,92,2,909,1,1,15,26,3,0,2249
2,0,1,2,3,0,1,230,2,1046,1,5,4,31,11,2,3301
0,0,1,2,0,0,0,105,2,1394,2,7,18,13,20,2,2599
1,0,2,2,1,1,0,205,2,15,2,6,15,40,12,1,2741
1,1,3,1,1,2,0,133,0,6127,0,7,6,34,16,1,2467
0,1,2,3,2,1,1,151,0,98,1,4,12,46,2,2,1579
3,0,3,1,1,0,2,57,0,1372,2,7,10,50,19,1,2456
1,1,1,1,0,0,0,251,2,1978,2,7,17,0,4,0,2161
3,1,1,3,0,0,2,113,0,1108,3,7,21,12,4,1,1565
3,0,1,0,3,0,1,138,1,1957,3,2,2,37,24,2,2271
2,0,3,1,1,0,2,79,2,3,3,2,23,42,13,2,3439
3,0,2,3,0,0,1,64,3,415,1,6,19,48,4,2,2573
1,1,3,3,1,0,0,291,1,1818,2,4,13,23,9,1,1544
1,1,1,3,3,0,0,148,0,639,0,7,22,12,22,1,791
2,1,0,0,2,0,0,275,1,388,2,3,15,3,6,1,1264
2,1,2,1,1,0,1,289,3,804,3,7,14,38,7,2,3011
3,0,2,0,1,2,2,84,0,4084,1,3,24,45,20,2,2780
0,1,3,1,0,1,0,244,1,30,3,2,6,23,23,0,1273
0,1,0,3,2,0,1,64,1,1488,0,3,14,18,18,2,1332
1,0,1,3,1,0,0,179,1,447,2,5,8,12,12,1,1594
1,1,3,2,1,0,0,263,1,1476,3,7,18,46,24,2,2322
3,1,3,0,2,0,2,268,0,1368,0,4,0,15,1,0,1410
2,1,2,2,2,1,2,128,2,8,3,1,9,49,10,2,3159
1,0,2,2,0,0,2,101,0,1227,2,2,17,22,19,1,1159
0,0,1,0,3,0,1,63,3,1597,3,7,4,50,3,0,2970
1,0,1,1,1,0,0,66,0,574,3,7,11,28,21,1,1711
3,1,1,1,0,1,0,51,3,19,0,1,8,17,1,1,1211
1,0,1,2,1,1,0,222,3,73,1,2,11,9,1,0,1514
0,0,1,2,3,0,1,116,3,338,1,1,1,20,17,2,1649
0,1,1,3,0,0,0,245,0,1527,1,1,15,30,9,0,789
1,0,1,0,2,1,1,81,0,95,1,5,4,2,1,2,1280
0,1,1,3,2,1,0,173,0,69,1,5,20,23,0,0,1182
2,0,0,1,3,2,2,260,1,2266,2,3,10,44,12,1,2727
2,0,2,2,1,0,2,251,0,885,3,7,19,15,3,1,2299
1,0,3,0,0,1,2,129,1,56,1,5,11,13,2,2,1174
0,1,3,0,2,0,2,71,1,1370,0,6,3,42,21,0,1507
3,0,1,0,1,1,2,264,2,42,3,5,17,33,17,0,4158
3,0,3,3,0,1,0,281,0,5,3,1,11,31,20,1,1107
2,0,3,3,0,1,1,128,3,13,3,2,13,30,0,0,2048
0,1,2,3,1,2,0,125,1,3849,0,7,14,7,6,1,1423
2,1,1,1,1,1,2,130,2,50,3,7,1,50,11,0,3191
2,1,3,0,2,1,1,212,3,50,0,4,14,20,2,2,1846
1,1,3,0,0,1,1,270,2,3,3,7,5,6,23,2,2399
2,1,2,3,0,2,2,220,1,9445,2,3,20,17,10,0,3582
2,1,3,1,0,2,1,210,2,4197,0,2,16,48,16,2,3538
1,1,2,2,2,0,1,209,0,600,0,6,3,21,2,2,1622
2,0,2,0,0,2,2,53,1,1720,2,1,10,24,19,2,1387
2,0,2,2,0,0,2,73,2,1890,1,3,5,5,12,0,2262
2,0,3,1,3,2,1,53,2,601,0,4,15,30,3,0,2729
2,1,2,3,3,2,0,53,2,6894,0,7,0,15,10,1,2026
1,1,1,1,2,0,2,132,3,636,2,4,12,14,17,1,1802
2,1,2,0,0,0,1,212,2,1201,3,2,23,36,9,0,2761
1,0,2,3,3,1,0,240,1,48,0,3,10,13,4,1,976
2,0,0,2,0,2,2,183,2,5442,2,3,9,20,20,0,2522
2,0,1,2,3,0,0,295,3,236,3,4,8,39,5,1,2457
2,1,3,3,2,2,2,222,2,3388,2,3,16,22,20,2,3559
1,0,2,2,0,0,1,102,3,1084,2,2,22,10,13,0,1472
3,1,2,3,2,1,0,295,2,95,2,2,24,28,9,0,3060
2,1,2,3,2,2,1,120,0,5698,1,1,17,28,0,0,2790
1,0,3,1,2,0,1,56,1,780,1,7,14,14,5,0,1916
0,0,0,0,2,1,0,134,2,2,3,2,21,50,17,2,2809
0,0,3,1,2,1,1,111,1,75,0,6,22,33,1,1,1696
1,0,3,2,3,0,2,282,0,495,0,3,24,47,23,2,1648
0,1,0,1,3,1,1,186,1,95,1,2,19,28,8,0,1208
3,1,0,0,0,1,2,59,2,43,0,1,0,38,19,1,2439
3,1,3,2,1,2,0,191,3,6716,2,3,7,6,21,1,2999
0,0,3,1,1,0,0,299,0,1840,2,6,23,23,2,1,1471
3,0,2,3,2,0,2,55,3,1386,1,5,21,29,3,2,2471
1,0,3,3,0,2,2,179,2,3717,1,5,10,5,6,2,2899
0,0,0,3,0,1,1,71,2,71,2,1,20,38,0,0,2163
2,1,2,1,3,1,0,79,1,46,3,1,21,21,16,0,1182
2,1,1,0,1,1,2,162,3,85,3,7,11,43,2,2,2897
0,1,3,1,0,2,1,292,3,3745,3,1,5,23,18,1,2056
1,1,1,0,2,1,1,161,2,78,3,7,16,16,4,0,3026
1,0,3,3,1,0,0,218,1,1046,2,1,18,12,2,0,1084
0,0,3,0,1,2,1,54,3,9915,2,5,11,12,16,2,4122
1,0,2,0,2,2,2,232,0,1181,2,3,2,18,7,2,1888
2,0,0,2,1,2,0,194,3,4044,2,2,10,6,22,0,2960
3,0,1,0,1,1,2,91,1,1,1,7,19,24,9,0,1761
2,0,2,1,3,0,2,105,2,983,1,3,9,28,14,2,3168
1,1,1,0,0,2,1,158,0,5151,0,7,8,43,16,0,980
0,0,1,0,3,0,2,72,1,810,1,7,20,26,7,1,1557
0,1,1,3,1,2,2,153,1,5711,3,4,10,48,5,1,1523
2,1,2,0,2,2,2,125,3,4670,0,6,5,7,6,1,2551
0,1,3,0,2,2,1,52,1,6862,3,7,10,49,17,2,3198
3,1,0,3,2,2,1,137,1,8095,1,4,14,30,18,2,4960
2,1,0,2,3,1,0,74,2,18,2,4,1,45,13,0,2735
1,1,0,2,0,0,0,80,2,1780,0,2,13,8,1,2,1581
2,0,0,3,1,2,0,232,0,2764,0,1,16,39,15,1,1998
3,1,3,3,0,2,1,120,0,2061,3,4,12,14,17,0,1734
0,0,2,3,1,2,0,268,2,8886,3,3,8,13,9,2,2797
0,1,0,0,2,2,1,151,1,1703,2,7,2,46,2,2,2409
2,1,0,3,2,0,2,257,2,1479,0,5,5,6,2,1,2429
0,0,2,2,3,0,1,242,3,1751,2,6,6,4,10,2,2389
2,0,1,3,2,1,1,249,1,58,0,3,10,46,23,1,1906
0,1,3,0,0,1,0,68,2,6,1,2,8,12,1,2,1550
2,1,0,2,2,1,2,152,0,64,0,6,7,1,7,1,875
0,1,1,2,2,2,1,216,0,543,0,7,4,34,9,0,1574
2,1,2,2,2,1,0,246,1,20,2,3,11,12,22,0,1870
2,1,2,2,0,1,1,163,2,67,1,3,23,6,2,1,2123
0,1,3,0,2,1,0,61,2,52,0,5,17,11,21,1,1937
1,1,3,1,1,1,2,247,0,59,3,4,4,27,7,0,1332
0,1,0,0,1,2,0,160,0,7896,1,3,13,6,5,2,1559
2,0,0,1,0,1,0,238,3,78,1,3,3,2,9,0,1042
2,0,0,1,2,2,0,140,1,5270,3,1,6,33,15,0,3307
2,0,2,3,2,2,0,281,3,1312,1,2,6,5,23,1,2544
3,1,1,3,3,0,0,268,1,848,2,6,24,50,10,0,2384
1,1,1,0,1,0,0,292,3,718,0,4,16,49,0,0,1843
2,1,1,2,2,2,2,97,3,8798,3,6,6,8,23,1,2161
3,0,1,3,2,0,0,180,0,575,3,3,12,9,8,2,1517
2,0,2,1,0,0,2,243,1,1838,2,2,3,16,6,2,1324
3,1,3,1,2,0,2,64,0,1279,1,6,4,7,15,2,1348
3,1,0,3,0,2,0,145,0,9313,2,3,16,21,2,1,4257
3,1,0,2,0,1,1,193,2,41,0,2,22,46,20,2,3037
2,1,0,1,1,0,0,140,0,1282,0,5,10,26,11,1,1069
1,0,0,3,0,2,1,237,2,6938,2,6,20,45,5,2,5391
1,0,3,0,1,2,1,236,0,5140,1,7,10,50,6,1,1884
0,0,1,1,1,2,0,174,1,1545,1,3,17,36,18,2,1721
3,1,0,2,0,1,1,238,0,78,1,1,12,31,5,2,889
1,0,3,3,2,0,2,280,2,1483,1,4,3,7,21,0,2940
1,1,1,1,1,2,1,275,2,9964,2,5,19,12,23,1,4712
0,1,1,2,0,1,0,271,0,51,3,3,13,50,23,2,1346
2,1,2,0,0,1,2,189,1,13,0,6,15,25,8,1,1218
2,1,1,0,1,1,2,86,0,75,0,4,6,2,6,2,771
0,0,3,2,0,1,2,169,0,97,0,4,5,39,17,0,1339
3,1,2,0,1,0,2,208,1,94,3,3,11,35,14,1,1801
1,1,1,2,3,0,1,262,1,975,0,3,11,40,15,0,1484
0,0,0,0,3,1,2,156,3,4,2,6,0,2,2,0,1619
1,0,3,1,2,1,2,68,0,69,1,3,17,16,0,1,1027
1,0,1,2,0,2,2,74,3,3430,2,6,8,28,7,1,3169
2,1,3,3,3,2,2,108,3,7993,2,1,15,27,23,2,4042
3,0,0,1,3,2,2,238,2,4870,3,2,11,37,15,1,4631
0,0,2,1,0,1,1,241,3,21,0,6,13,47,23,1,2305
3,0,3,2,0,1,2,212,2,31,0,6,10,47,0,2,2951
0,0,0,2,3,1,0,53,1,89,0,5,15,50,11,1,1352
1,1,2,3,1,0,0,204,2,1417,3,3,21,9,24,1,2262
0,1,1,2,3,1,1,67,1,57,0,5,13,9,4,1,863
2,0,3,3,3,2,1,62,3,9123,1,4,2,44,2,1,2539
3,0,3,3,3,2,1,151,2,9070,3,7,11,16,19,2,6816
1,0,3,3,1,1,1,296,2,41,3,6,1,5,16,1,2928
2,0,1,2,3,1,1,200,1,2,1,6,12,19,19,1,1749
1,1,2,1,1,1,2,166,0,99,1,5,12,12,6,1,1145
2,0,2,0,1,0,2,175,2,1323,2,6,14,27,9,1,3454
3,0,3,0,1,2,1,189,1,274,2,1,8,30,14,1,2066
1,1,2,1,0,1,2,52,3,16,1,3,18,0,21,2,1062
2,1,2,2,2,2,0,125,0,8390,3,7,7,20,10,1,4260
1,0,2,3,0,2,0,90,1,3379,3,1,22,50,10,2,2128
3,0,1,1,2,1,1,195,1,98,3,4,21,10,5,0,1982
2,1,2,3,1,1,1,159,3,67,2,6,16,10,18,1,2186
2,0,1,1,0,1,1,255,2,51,2,5,13,8,12,2,3010
2,0,1,2,0,2,0,208,0,2215,1,4,11,32,15,1,1562
3,1,2,3,0,0,0,138,3,995,1,4,8,21,16,0,1568
2,0,0,1,0,1,0,105,0,82,1,4,22,22,14,0,790
2,0,3,0,2,0,1,230,1,1405,2,3,17,49,7,1,2566
2,1,1,3,0,2,0,77,0,9206,1,3,24,18,7,2,626
2,0,1,2,3,1,1,262,1,31,1,1,6,12,17,0,1501
3,1,1,2,0,2,0,261,1,5475,0,5,18,13,17,2,3612
0,1,3,3,0,1,1,65,2,82,2,7,18,40,18,1,2361
3,0,2,0,0,2,0,246,1,9663,1,3,22,21,8,0,4347
1,0,2,0,2,0,1,119,3,1436,3,1,23,19,24,0,2240
3,0,2,1,0,1,1,230,0,76,2,3,5,37,5,0,2045
1,0,2,1,2,0,0,135,2,1253,2,2,0,12,14,1,2677
0,1,3,0,1,1,2,141,3,65,0,6,5,24,17,0,1793
3,0,2,1,3,0,2,173,1,500,3,5,23,11,10,2,2313
0,0,3,0,1,1,1,180,0,43,0,3,11,26,11,0,996
1,1,0,1,3,2,0,98,2,5774,1,7,2,8,1,1,3222
3,1,3,3,3,2,2,115,0,2062,1,6,22,19,14,2,1523
3,0,2,1,1,0,0,273,1,18,2,5,1,21,17,1,2412
3,0,1,3,1,2,1,198,0,1741,2,6,6,42,13,0,3325
3,1,2,0,1,1,0,155,3,63,1,7,3,14,9,0,1910
0,0,0,3,3,2,0,196,3,5307,2,4,9,24,0,1,2673
1,0,3,2,3,0,2,135,1,1984,3,3,10,6,5,2,1644
2,0,3,3,1,2,0,263,2,7952,1,3,23,5,17,1,4496
1,0,1,3,3,1,0,55,1,93,1,5,19,30,1,1,1474
3,1,3,3,0,1,0,190,2,29,2,7,23,1,17,1,2761
3,0,2,3,2,2,0,156,1,2073,0,4,4,24,1,0,2011
2,0,0,3,0,2,1,82,3,9371,3,4,19,36,11,0,2209
2,1,3,2,3,1,2,77,0,7,3,4,21,49,13,0,1911
3,1,3,2,1,1,2,282,2,36,0,6,0,24,5,0,2551
0,1,0,3,3,1,1,101,0,35,3,2,20,12,15,2,1045
3,0,1,2,2,0,0,205,2,1787,3,3,1,47,13,2,3995
